id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
63235,Female,disloyal Customer,37,Business travel,Business,337,3,3,3,3,2,3,2,2,4,3,4,3,4,2,0,0.0,neutral or dissatisfied
32294,Female,disloyal Customer,38,Business travel,Eco,101,3,0,2,5,4,2,4,4,4,1,2,2,2,4,0,0.0,neutral or dissatisfied
117679,Male,Loyal Customer,41,Business travel,Business,1814,5,5,5,5,2,4,5,3,3,4,3,4,3,3,0,0.0,satisfied
38942,Female,Loyal Customer,14,Personal Travel,Eco,162,3,5,3,3,2,3,2,2,5,4,5,5,4,2,0,0.0,neutral or dissatisfied
12553,Male,Loyal Customer,62,Personal Travel,Eco,788,1,5,1,3,3,1,3,3,5,2,4,4,5,3,20,33.0,neutral or dissatisfied
31995,Male,Loyal Customer,60,Personal Travel,Business,216,1,5,1,5,5,5,4,4,4,1,5,4,4,3,2,14.0,neutral or dissatisfied
42979,Female,Loyal Customer,36,Business travel,Business,3903,1,1,1,1,2,2,3,5,5,5,5,5,5,1,34,26.0,satisfied
47681,Male,Loyal Customer,56,Personal Travel,Eco,1428,1,4,1,1,1,1,1,1,5,3,5,5,5,1,0,0.0,neutral or dissatisfied
109525,Female,disloyal Customer,26,Business travel,Eco,834,2,3,3,3,2,3,2,2,1,4,4,2,3,2,7,0.0,neutral or dissatisfied
27618,Male,Loyal Customer,28,Business travel,Eco Plus,679,4,1,1,1,4,4,4,4,4,5,2,4,2,4,62,54.0,satisfied
78911,Male,disloyal Customer,21,Business travel,Business,930,5,0,5,3,5,5,5,5,3,2,5,4,4,5,47,38.0,satisfied
89250,Male,Loyal Customer,26,Personal Travel,Eco Plus,1947,5,5,5,1,3,5,3,3,5,3,4,5,5,3,6,3.0,satisfied
18469,Male,Loyal Customer,35,Business travel,Business,2661,3,5,5,5,2,3,2,3,4,4,3,2,3,2,388,380.0,neutral or dissatisfied
52182,Male,Loyal Customer,59,Business travel,Eco,237,5,1,1,1,5,5,5,5,4,3,5,2,2,5,0,0.0,satisfied
114641,Male,Loyal Customer,40,Business travel,Business,2270,3,1,3,3,4,4,5,5,5,5,5,3,5,4,0,0.0,satisfied
110689,Male,Loyal Customer,51,Personal Travel,Eco,837,2,1,2,3,1,2,1,1,4,4,4,2,3,1,29,17.0,neutral or dissatisfied
40184,Female,disloyal Customer,37,Business travel,Eco,358,2,0,1,2,4,1,4,4,1,1,3,1,2,4,0,0.0,neutral or dissatisfied
38734,Female,Loyal Customer,25,Business travel,Business,387,3,5,3,3,5,5,5,5,5,4,5,1,4,5,0,0.0,satisfied
14189,Female,Loyal Customer,42,Business travel,Eco,620,4,5,5,5,2,5,5,4,4,4,4,1,4,2,0,0.0,satisfied
111514,Male,Loyal Customer,18,Personal Travel,Eco,391,3,4,3,3,5,3,5,5,4,3,5,3,4,5,0,0.0,neutral or dissatisfied
24476,Male,disloyal Customer,25,Business travel,Eco,481,4,5,3,4,3,3,3,3,5,5,5,1,5,3,0,0.0,satisfied
10066,Female,Loyal Customer,56,Business travel,Business,596,1,1,1,1,5,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
32938,Female,Loyal Customer,60,Personal Travel,Eco,101,3,4,3,3,3,4,4,3,3,3,3,3,3,5,0,2.0,neutral or dissatisfied
7412,Male,Loyal Customer,43,Business travel,Business,552,3,3,3,3,3,4,5,4,4,4,4,3,4,3,0,5.0,satisfied
2320,Male,disloyal Customer,33,Personal Travel,Eco,630,4,5,3,1,5,3,1,5,5,3,5,4,5,5,0,0.0,neutral or dissatisfied
121350,Male,Loyal Customer,22,Personal Travel,Eco,430,5,5,5,3,2,5,2,2,4,4,5,5,4,2,0,0.0,satisfied
108239,Female,Loyal Customer,64,Business travel,Business,895,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,2.0,satisfied
36746,Male,Loyal Customer,41,Personal Travel,Business,2588,3,3,3,1,3,3,4,3,4,5,4,4,4,4,45,27.0,neutral or dissatisfied
62935,Female,Loyal Customer,59,Business travel,Business,1721,3,3,3,3,4,4,4,3,3,3,3,3,3,5,13,0.0,satisfied
31562,Male,Loyal Customer,31,Business travel,Eco Plus,967,4,3,3,3,4,4,4,4,2,3,1,1,2,4,0,0.0,satisfied
50089,Male,Loyal Customer,53,Business travel,Business,3917,3,3,3,3,5,4,3,3,3,3,3,4,3,4,0,0.0,neutral or dissatisfied
25197,Female,Loyal Customer,17,Business travel,Eco Plus,577,1,3,3,3,1,2,3,1,1,4,3,2,4,1,1,0.0,neutral or dissatisfied
48241,Male,Loyal Customer,61,Personal Travel,Eco,236,3,5,3,2,2,3,2,2,4,5,4,4,4,2,0,0.0,neutral or dissatisfied
93799,Male,Loyal Customer,48,Business travel,Eco,1259,4,2,2,2,4,4,4,4,3,1,4,2,3,4,0,0.0,neutral or dissatisfied
87532,Female,Loyal Customer,17,Business travel,Eco Plus,321,2,5,5,5,2,2,3,2,3,2,3,3,3,2,0,0.0,neutral or dissatisfied
22106,Male,Loyal Customer,40,Business travel,Eco,694,4,5,5,5,4,4,4,4,3,4,2,1,2,4,0,0.0,satisfied
12664,Female,Loyal Customer,17,Business travel,Business,721,3,3,3,3,5,5,5,5,3,4,5,3,4,5,0,0.0,satisfied
47305,Male,Loyal Customer,31,Business travel,Eco,558,0,0,0,3,4,0,1,4,5,1,2,5,4,4,0,0.0,satisfied
121798,Female,Loyal Customer,41,Business travel,Business,337,4,4,4,4,5,4,4,4,4,4,4,4,4,4,71,43.0,satisfied
64513,Male,Loyal Customer,70,Personal Travel,Business,354,2,4,2,3,3,4,4,4,4,2,5,5,4,5,16,22.0,neutral or dissatisfied
78361,Male,Loyal Customer,24,Business travel,Business,726,1,0,0,4,4,0,4,4,2,4,4,2,3,4,0,0.0,neutral or dissatisfied
1378,Female,disloyal Customer,36,Business travel,Eco Plus,134,3,3,3,4,2,3,2,2,2,2,3,4,4,2,0,13.0,neutral or dissatisfied
91210,Male,Loyal Customer,36,Personal Travel,Eco,404,2,5,2,4,4,2,3,4,4,2,4,5,5,4,0,26.0,neutral or dissatisfied
127902,Male,Loyal Customer,36,Business travel,Eco,171,3,3,3,3,3,3,3,3,4,2,5,4,2,3,0,0.0,satisfied
75003,Female,disloyal Customer,26,Business travel,Business,236,2,3,2,3,1,2,1,1,3,5,4,1,4,1,1,0.0,neutral or dissatisfied
120897,Male,Loyal Customer,53,Business travel,Business,3270,4,4,4,4,2,5,5,3,3,3,3,4,3,5,1,0.0,satisfied
72079,Male,Loyal Customer,39,Business travel,Business,3404,3,4,4,4,1,4,4,3,3,3,3,4,3,3,0,0.0,neutral or dissatisfied
105341,Male,disloyal Customer,23,Business travel,Eco,409,1,2,1,3,3,1,3,3,1,4,4,2,3,3,15,15.0,neutral or dissatisfied
12697,Female,Loyal Customer,50,Business travel,Eco,689,4,2,2,2,2,1,4,4,4,4,4,3,4,2,0,0.0,satisfied
54036,Male,Loyal Customer,44,Business travel,Business,1416,5,5,5,5,2,1,2,3,3,3,3,4,3,4,0,0.0,satisfied
60275,Female,Loyal Customer,50,Business travel,Business,2583,4,4,4,4,5,4,4,5,2,3,4,4,3,4,6,0.0,satisfied
4171,Female,Loyal Customer,53,Personal Travel,Eco,427,3,4,3,4,3,2,3,4,4,3,4,1,4,4,0,11.0,neutral or dissatisfied
81817,Female,Loyal Customer,27,Business travel,Business,1598,4,4,4,4,4,4,4,4,4,3,4,3,4,4,0,0.0,satisfied
123251,Female,Loyal Customer,33,Personal Travel,Eco,600,2,4,1,1,3,1,3,3,4,4,4,4,5,3,0,0.0,neutral or dissatisfied
9177,Female,Loyal Customer,52,Personal Travel,Eco,416,2,3,2,2,2,1,1,4,5,2,3,1,5,1,266,,neutral or dissatisfied
78438,Male,disloyal Customer,25,Business travel,Business,526,1,0,1,4,5,1,5,5,4,5,5,4,5,5,0,16.0,neutral or dissatisfied
38215,Male,Loyal Customer,20,Business travel,Eco Plus,1091,3,1,1,1,3,3,2,3,4,1,4,1,3,3,0,0.0,neutral or dissatisfied
65208,Male,Loyal Customer,43,Business travel,Business,3514,1,1,2,1,3,5,4,5,5,5,5,4,5,3,16,13.0,satisfied
108508,Male,Loyal Customer,37,Business travel,Business,2277,5,5,4,5,5,4,4,4,4,4,4,4,4,5,0,0.0,satisfied
87823,Male,disloyal Customer,39,Business travel,Business,214,5,5,5,5,1,5,1,1,5,1,5,1,3,1,5,0.0,satisfied
113573,Male,Loyal Customer,66,Business travel,Business,2951,4,2,4,4,2,4,5,5,5,5,5,4,5,3,0,0.0,satisfied
39936,Male,Loyal Customer,45,Business travel,Business,2451,1,1,1,1,5,1,3,2,2,2,2,5,2,3,3,0.0,satisfied
93969,Female,disloyal Customer,29,Business travel,Business,1315,3,3,3,4,1,3,1,1,3,3,4,5,5,1,0,0.0,neutral or dissatisfied
35521,Male,Loyal Customer,69,Personal Travel,Eco,944,3,4,2,4,3,2,1,3,3,1,3,3,3,3,0,0.0,neutral or dissatisfied
14766,Male,Loyal Customer,29,Personal Travel,Eco,463,2,4,2,5,2,2,2,2,4,5,4,3,5,2,0,0.0,neutral or dissatisfied
106834,Male,Loyal Customer,60,Business travel,Business,1733,4,4,4,4,4,4,4,3,5,3,4,4,5,4,381,436.0,satisfied
90816,Male,Loyal Customer,56,Business travel,Business,2987,4,4,4,4,5,4,4,3,3,4,3,4,3,4,0,0.0,satisfied
8302,Female,Loyal Customer,44,Business travel,Business,3535,5,2,5,5,3,4,4,5,5,5,4,5,5,5,0,0.0,satisfied
62377,Female,Loyal Customer,43,Business travel,Business,2704,4,4,4,4,5,4,5,5,5,5,5,3,5,3,2,0.0,satisfied
45460,Male,Loyal Customer,44,Business travel,Business,522,5,5,3,5,5,3,4,4,4,4,4,3,4,5,8,0.0,satisfied
63552,Female,Loyal Customer,57,Business travel,Business,1009,2,2,2,2,4,5,5,5,5,5,5,5,5,4,0,0.0,satisfied
64842,Female,Loyal Customer,41,Business travel,Business,247,1,1,1,1,5,5,5,5,5,5,5,5,5,5,0,0.0,satisfied
4034,Female,Loyal Customer,37,Business travel,Business,419,4,4,4,4,2,3,1,5,5,5,5,4,5,1,0,0.0,satisfied
75540,Female,Loyal Customer,36,Business travel,Business,337,0,1,1,3,2,4,4,3,3,3,3,4,3,5,0,0.0,satisfied
75128,Male,disloyal Customer,25,Business travel,Eco,1244,2,1,1,1,3,1,3,3,5,4,5,3,4,3,0,0.0,neutral or dissatisfied
88795,Male,Loyal Customer,47,Business travel,Business,1797,1,1,1,1,4,4,4,2,2,2,2,3,2,4,0,4.0,satisfied
2279,Female,Loyal Customer,26,Business travel,Business,1720,2,2,2,2,2,2,2,2,5,3,4,3,5,2,34,38.0,satisfied
104724,Female,Loyal Customer,32,Business travel,Business,2695,5,5,2,5,4,4,4,4,5,5,5,4,4,4,6,13.0,satisfied
79959,Male,Loyal Customer,44,Business travel,Business,3849,4,3,3,3,1,4,3,4,4,4,4,3,4,1,0,0.0,neutral or dissatisfied
58842,Female,Loyal Customer,21,Business travel,Eco Plus,1005,1,4,4,4,1,1,2,1,4,1,4,4,3,1,1,11.0,neutral or dissatisfied
125371,Female,disloyal Customer,29,Business travel,Eco Plus,599,2,2,2,4,2,2,1,2,3,5,4,1,3,2,30,22.0,neutral or dissatisfied
42712,Male,Loyal Customer,23,Business travel,Eco Plus,604,5,1,1,1,5,5,5,5,2,3,1,1,2,5,0,0.0,satisfied
22161,Female,Loyal Customer,46,Business travel,Eco,533,4,5,5,5,1,2,4,5,5,4,5,5,5,3,0,0.0,satisfied
94639,Female,Loyal Customer,60,Business travel,Business,189,3,3,3,3,3,5,4,5,5,5,4,5,5,4,1,2.0,satisfied
84599,Female,disloyal Customer,24,Business travel,Business,669,4,0,3,3,3,3,4,3,4,2,4,4,5,3,0,1.0,satisfied
124669,Male,Loyal Customer,42,Business travel,Business,1558,2,2,2,2,4,5,5,5,5,5,5,3,5,5,0,0.0,satisfied
41196,Male,Loyal Customer,29,Business travel,Business,3334,3,3,3,3,3,3,3,3,3,2,3,4,4,3,21,25.0,neutral or dissatisfied
121188,Male,Loyal Customer,68,Personal Travel,Eco,2521,2,2,2,2,2,2,2,2,5,3,2,2,1,2,0,0.0,neutral or dissatisfied
89382,Female,Loyal Customer,43,Business travel,Business,3596,0,4,0,1,3,5,5,5,5,5,5,5,5,5,4,10.0,satisfied
102026,Male,Loyal Customer,62,Business travel,Business,397,1,1,1,1,2,5,5,2,2,2,2,3,2,5,0,0.0,satisfied
49500,Female,Loyal Customer,46,Business travel,Business,3849,3,3,3,3,5,3,1,4,4,3,4,5,4,1,0,0.0,satisfied
66329,Female,Loyal Customer,17,Business travel,Business,3983,4,4,4,4,4,4,4,4,3,2,5,5,5,4,0,0.0,satisfied
50247,Female,disloyal Customer,22,Business travel,Eco,86,4,0,4,2,3,4,3,3,1,1,1,3,1,3,0,0.0,satisfied
54864,Male,Loyal Customer,30,Business travel,Business,641,3,4,4,4,3,3,3,3,3,4,3,3,4,3,0,0.0,neutral or dissatisfied
90461,Female,Loyal Customer,46,Business travel,Business,250,3,3,3,3,4,4,4,4,4,4,4,3,4,5,0,0.0,satisfied
119176,Male,Loyal Customer,60,Business travel,Business,1745,4,4,4,4,5,5,5,5,5,5,5,4,5,3,0,0.0,satisfied
26433,Female,Loyal Customer,31,Business travel,Business,2467,1,1,1,1,4,4,4,4,5,4,1,1,2,4,0,21.0,satisfied
61005,Female,Loyal Customer,23,Business travel,Eco Plus,649,2,5,5,5,2,2,1,2,2,1,4,1,4,2,0,0.0,neutral or dissatisfied
106084,Female,Loyal Customer,48,Business travel,Business,1663,5,5,5,5,4,4,4,2,2,2,2,5,2,4,36,33.0,satisfied
126839,Female,Loyal Customer,31,Business travel,Business,2125,3,3,3,3,2,2,2,2,3,2,5,4,5,2,3,0.0,satisfied
43005,Female,disloyal Customer,30,Business travel,Eco,391,3,4,3,4,4,3,4,4,4,4,2,1,5,4,7,7.0,neutral or dissatisfied
90582,Female,Loyal Customer,26,Business travel,Business,594,4,4,3,4,3,3,3,3,4,4,4,5,5,3,0,0.0,satisfied
5073,Female,Loyal Customer,52,Business travel,Business,2315,5,5,5,5,3,5,4,4,4,4,5,3,4,4,0,0.0,satisfied
7050,Female,Loyal Customer,42,Business travel,Business,3525,2,2,2,2,3,4,4,4,4,4,5,3,4,3,0,0.0,satisfied
22127,Female,Loyal Customer,36,Business travel,Eco Plus,694,2,1,1,1,2,2,2,2,5,3,4,1,2,2,0,0.0,satisfied
122780,Male,disloyal Customer,40,Business travel,Business,599,4,3,3,3,5,3,5,5,5,5,5,3,4,5,0,0.0,satisfied
81356,Female,Loyal Customer,31,Personal Travel,Eco,1299,3,5,3,3,1,3,1,1,4,2,4,3,4,1,3,0.0,neutral or dissatisfied
97092,Male,Loyal Customer,31,Business travel,Business,1390,1,3,3,3,1,1,1,1,1,2,3,3,3,1,0,0.0,neutral or dissatisfied
5968,Male,Loyal Customer,43,Business travel,Business,2913,2,3,3,3,5,3,4,2,2,2,2,2,2,2,0,27.0,neutral or dissatisfied
87340,Male,Loyal Customer,52,Business travel,Business,425,3,3,3,3,5,4,5,3,3,3,3,4,3,3,0,0.0,satisfied
125042,Male,Loyal Customer,38,Business travel,Business,2043,5,5,5,5,4,5,5,5,1,4,5,5,3,5,0,4.0,satisfied
117762,Male,Loyal Customer,12,Business travel,Business,1670,1,1,4,1,1,1,1,1,4,4,4,2,3,1,0,0.0,neutral or dissatisfied
19977,Female,Loyal Customer,38,Personal Travel,Eco,557,4,2,4,4,3,4,1,3,4,3,4,3,3,3,0,0.0,neutral or dissatisfied
24712,Male,Loyal Customer,43,Business travel,Eco,549,5,1,1,1,5,5,5,5,2,3,1,3,1,5,0,0.0,satisfied
116695,Female,disloyal Customer,34,Business travel,Business,373,2,2,2,3,5,2,5,5,3,5,4,3,5,5,0,0.0,neutral or dissatisfied
101277,Female,Loyal Customer,60,Business travel,Business,444,2,2,3,2,5,4,5,4,4,4,4,4,4,3,0,7.0,satisfied
42702,Male,Loyal Customer,42,Personal Travel,Eco,604,1,1,1,3,4,1,4,4,1,3,4,3,3,4,0,0.0,neutral or dissatisfied
124689,Male,Loyal Customer,55,Business travel,Business,2799,1,1,1,1,5,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
18483,Female,Loyal Customer,53,Business travel,Business,1907,1,1,1,1,2,5,5,4,4,4,5,1,4,2,6,13.0,satisfied
118808,Male,Loyal Customer,8,Personal Travel,Eco,338,4,5,4,3,2,4,2,2,4,3,5,5,4,2,6,14.0,neutral or dissatisfied
84227,Male,Loyal Customer,53,Personal Travel,Eco,432,3,5,3,3,5,3,2,5,5,4,5,5,5,5,0,0.0,neutral or dissatisfied
24086,Female,Loyal Customer,52,Personal Travel,Eco,854,5,4,5,2,4,4,5,3,3,5,3,4,3,4,0,0.0,satisfied
59729,Female,Loyal Customer,22,Personal Travel,Eco Plus,854,0,4,0,4,5,0,5,5,3,5,4,3,5,5,0,1.0,satisfied
86916,Female,Loyal Customer,36,Personal Travel,Eco,341,0,3,0,1,1,0,4,1,2,5,1,3,4,1,0,0.0,satisfied
21291,Female,Loyal Customer,29,Business travel,Business,2143,2,2,2,2,4,4,4,4,1,1,3,3,4,4,0,0.0,satisfied
97002,Male,Loyal Customer,10,Personal Travel,Eco,775,1,2,1,3,3,1,3,3,4,5,4,1,3,3,0,4.0,neutral or dissatisfied
7119,Female,disloyal Customer,24,Business travel,Eco,177,3,2,3,4,3,3,3,3,1,1,4,4,4,3,0,17.0,neutral or dissatisfied
98246,Male,Loyal Customer,37,Business travel,Business,1072,2,2,5,2,2,5,5,5,5,5,5,5,5,4,0,34.0,satisfied
103809,Female,disloyal Customer,9,Business travel,Eco,1048,3,3,3,4,5,3,5,5,2,4,4,4,4,5,38,28.0,neutral or dissatisfied
65886,Male,disloyal Customer,34,Business travel,Business,569,1,1,1,5,4,1,4,4,3,3,4,5,4,4,0,0.0,neutral or dissatisfied
75573,Male,Loyal Customer,48,Business travel,Business,1522,3,3,3,3,5,4,5,4,4,4,4,4,4,4,49,43.0,satisfied
7319,Female,Loyal Customer,59,Personal Travel,Eco Plus,135,3,5,3,4,5,5,4,1,1,3,1,5,1,3,118,113.0,neutral or dissatisfied
113266,Male,Loyal Customer,34,Business travel,Business,1527,0,0,0,3,5,5,4,2,2,2,2,4,2,5,4,0.0,satisfied
129300,Female,Loyal Customer,50,Business travel,Business,2475,3,3,3,3,5,3,5,5,5,5,5,4,5,3,0,0.0,satisfied
46786,Male,Loyal Customer,23,Business travel,Business,948,5,5,5,5,4,4,4,4,5,5,4,5,4,4,0,0.0,satisfied
77429,Female,Loyal Customer,42,Personal Travel,Eco,584,4,5,4,5,3,4,5,1,1,4,1,5,1,3,0,0.0,satisfied
40545,Male,Loyal Customer,45,Business travel,Eco,391,4,2,2,2,4,4,4,4,3,2,2,5,1,4,1,14.0,satisfied
46724,Female,Loyal Customer,60,Personal Travel,Eco,125,3,2,3,2,2,3,3,1,1,3,1,2,1,1,66,63.0,neutral or dissatisfied
54041,Male,Loyal Customer,51,Business travel,Eco,1416,4,5,5,5,4,4,4,4,4,2,1,3,4,4,0,1.0,satisfied
71771,Female,Loyal Customer,47,Business travel,Business,1846,5,5,5,5,4,5,5,3,3,4,3,5,3,5,30,18.0,satisfied
54853,Male,Loyal Customer,48,Business travel,Business,2956,1,1,1,1,3,4,4,4,4,4,4,5,4,3,0,0.0,satisfied
22304,Female,Loyal Customer,56,Business travel,Business,143,3,3,3,3,3,4,1,4,4,5,3,2,4,2,0,0.0,satisfied
14570,Male,Loyal Customer,40,Business travel,Business,986,3,3,3,3,2,5,4,5,5,5,5,3,5,1,0,0.0,satisfied
82630,Male,Loyal Customer,34,Personal Travel,Eco,528,2,5,2,2,2,2,4,2,1,3,1,5,1,2,0,0.0,neutral or dissatisfied
94905,Male,disloyal Customer,22,Business travel,Eco,187,4,0,4,3,3,4,5,3,2,1,3,5,2,3,0,0.0,satisfied
56264,Male,Loyal Customer,20,Business travel,Business,404,1,3,3,3,1,2,1,1,1,5,4,2,3,1,60,46.0,neutral or dissatisfied
77851,Female,Loyal Customer,16,Personal Travel,Eco Plus,731,0,1,0,2,2,0,2,2,3,3,2,4,3,2,0,0.0,satisfied
120668,Female,Loyal Customer,65,Business travel,Eco,280,1,4,4,4,1,2,2,4,5,3,3,2,2,2,200,183.0,neutral or dissatisfied
101414,Female,Loyal Customer,53,Personal Travel,Eco,486,4,0,4,2,3,4,4,5,5,4,5,5,5,4,12,18.0,neutral or dissatisfied
19762,Female,Loyal Customer,20,Personal Travel,Eco,462,5,2,5,3,4,5,4,4,2,4,3,1,4,4,0,0.0,satisfied
31369,Male,Loyal Customer,46,Business travel,Business,2542,1,1,5,1,1,2,1,4,4,4,4,1,4,3,0,0.0,satisfied
34552,Female,Loyal Customer,54,Business travel,Business,1598,4,4,4,4,4,4,3,5,5,5,5,5,5,4,0,0.0,satisfied
13039,Male,Loyal Customer,55,Personal Travel,Eco,374,3,4,3,3,3,2,2,4,3,4,5,2,5,2,202,182.0,neutral or dissatisfied
109180,Male,Loyal Customer,40,Business travel,Business,3003,2,2,2,2,2,4,4,4,4,4,4,3,4,5,0,0.0,satisfied
43973,Female,Loyal Customer,36,Business travel,Eco,411,3,5,1,1,3,4,3,3,4,2,4,3,5,3,0,0.0,satisfied
79819,Male,Loyal Customer,40,Business travel,Business,2165,4,4,5,4,5,5,5,4,4,4,4,4,4,5,75,58.0,satisfied
5650,Female,Loyal Customer,48,Business travel,Business,196,4,4,4,4,2,5,4,5,5,5,4,3,5,4,0,0.0,satisfied
97418,Female,disloyal Customer,20,Business travel,Business,570,0,5,0,1,5,0,5,5,5,4,4,4,4,5,6,0.0,satisfied
77107,Male,Loyal Customer,27,Business travel,Eco,1481,2,1,1,1,2,2,2,2,3,4,1,3,2,2,29,19.0,neutral or dissatisfied
20302,Male,Loyal Customer,31,Business travel,Eco Plus,224,5,4,4,4,5,5,5,5,3,2,2,3,1,5,7,9.0,satisfied
